x,y,Width (m)
-86.85389954,33.77203746,105.5
-86.85383527,36.16971419,159
-86.85361609,31.1348403,80
-86.85327204,32.42458691,216
-86.85321686,34.56318076,530
-86.85274293,31.13646345,87
-86.85261198,31.13160711,54
-86.85249099,35.60874153,42
-86.85216251,31.125184,73.5
-86.85213267,32.43840989,161
-86.85151877,32.42353659,212
-86.85145834,35.62980643,30
-86.85119899,31.13769783,86.5
-86.85106303,33.774276,115
-86.85090546,31.13087609,63
-86.85080331,35.0871456,60
-86.85034503,35.62273973,42
-86.85021885,32.43780296,225
-86.85011764,31.12491739,90
-86.8496232,34.56112929,551
-86.84918159,33.78610179,30
-86.8490988,32.42048635,190.5
-86.8487683,33.778931,124
-86.84874181,33.78786,48
-86.84868671,32.41886204,184
-86.8486248,32.43682676,212
-86.84819934,35.60112986,60
-86.84813642,35.59937156,30
-86.84782633,34.56016032,510
-86.84759092,35.59761264,36
-86.84703137,32.43550414,190
-86.84636155,35.08649596,39
-86.84631843,37.98818264,550
-86.84611615,36.16637541,142
-86.84593365,35.59436458,30
-86.84589114,32.40898043,189
-86.84571657,32.41425763,173.5
-86.84554269,35.62777028,42
-86.84511776,32.40370207,230.5
-86.84505049,31.1256268,80.5
-86.84463994,32.41570872,127
-86.84457231,37.24967923,71
-86.84454503,32.40194223,189
-86.84434121,33.79020854,48
-86.84426708,37.98889196,507
-86.84406926,34.55819144,517.5
-86.84378171,36.1661251,150
-86.84349066,31.13658789,84
-86.84318614,37.24821712,84
-86.84297202,32.39869263,192
-86.84274449,35.08486821,42
-86.84227265,34.55715566,837
-86.8418964,32.39720279,254.5
-86.84176143,31.13562031,84
-86.8416135,36.16615187,151
-86.84049767,32.43072383,203.5
-86.8401289,33.78993258,45
-86.83944561,32.39411984,317
-86.83932649,33.78000137,46.5
-86.83915968,34.55481231,1027
-86.83879896,35.08299645,54
-86.83858404,32.43014404,203
-86.83820905,33.77688828,36
-86.83802331,33.78949691,65
-86.83735477,33.78315552,30
-86.83712484,35.60179164,39
-86.83695149,35.60016843,30
-86.8366677,35.59313515,48
-86.83625977,32.39191817,169
-86.83609628,31.13601024,84
-86.83588666,36.17075117,192
-86.83576475,33.78432591,36
-86.83525222,32.41979242,161
-86.83498656,33.77444882,42
-86.83476351,33.78743621,42
-86.83443692,32.429435,172.5
-86.83404986,31.13652967,67
-86.83389393,32.38907338,192
-86.83330972,36.17575131,172.5
-86.83317791,32.41997913,179.5
-86.83295124,37.2476713,83.5
-86.83263084,34.5546863,564.5
-86.83203932,32.38582328,200
-86.83161755,37.992696,390
-86.83144266,36.18264568,147
-86.83122547,32.38406305,189
-86.83092046,37.24819123,63
-86.83057871,32.38230304,189
-86.83050577,34.55447466,510
-86.83011463,31.13738301,79
-86.82962044,32.38081324,192
-86.82947595,33.7691844,48
-86.82902965,32.42014498,195.5
-86.8287209,37.24854477,67
-86.828537,32.42756694,225
-86.8282705,35.08179171,61.5
-86.82821681,34.55446373,510
-86.82751391,37.99427632,445.5
-86.8273166,36.19067274,133.5
-86.82717962,32.37796822,169
-86.82693271,32.42660129,192
-86.82645886,35.08257003,42
-86.82615716,35.6091338,63
-86.82602474,31.1367279,74.5
-86.82562569,33.76983614,84
-86.82527197,32.42182679,133.5
-86.82471156,35.08402291,42
-86.82451869,35.62124962,42
-86.82440735,32.42343136,132
-86.82429573,31.13574024,63
-86.82358944,33.77483892,39
-86.82318793,35.08550855,36
-86.82278046,31.13264507,63.5
-86.82238392,33.77808411,52.5
-86.82207711,32.37433071,171
-86.82169858,36.19615503,169
-86.82167696,34.55440798,523
-86.82108286,32.32396727,219
-86.82098652,32.33127441,189
-86.82046771,35.08834501,42
-86.82015318,35.61299308,42
-86.82006968,32.31517003,158.5
-86.81993964,37.31376083,68.5
-86.81981611,35.6113696,48
-86.81975471,37.24936461,70
-86.81957142,37.31200255,63
-86.81952675,35.62151274,48
-86.81943683,31.13132307,86
-86.81930801,32.3135451,157
-86.81871286,32.37229098,149
-86.81845592,37.99580261,691
-86.81828098,36.19859087,169.5
-86.81817609,37.30496954,77
-86.81811779,33.78416588,42
-86.81807842,32.31219013,148
-86.81787017,35.09118158,42
-86.81755554,37.24951706,60
-86.81742634,34.5542471,540
-86.81730179,37.30321047,85.5
-86.8169126,32.31083524,150
-86.8166223,33.78545341,42
-86.81657679,31.14038716,94
-86.81627417,35.09253177,42
-86.81569397,32.30934494,169
-86.81535708,37.24937587,80
-86.81514515,37.30009731,75
-86.8148756,35.09388223,42
-86.81469732,33.78652382,63
-86.81442607,32.36847777,204.5
-86.81418733,37.9948689,720.5
-86.81388481,32.30798135,171
-86.81367779,32.341494,181
-86.81301217,34.55411674,519.5
-86.81264257,31.1405684,90
-86.81213983,37.99387423,666
-86.81206629,35.6148742,84
-86.81112578,35.09572499,42
-86.81096308,37.2479357,84
-86.81034008,36.20157786,156
-86.80996214,32.30719452,169
-86.80954892,35.61013658,39
-86.80940043,37.33106007,80.5
-86.80932826,33.79168365,42
-86.80910611,37.24654456,84
-86.80898563,35.09602951,30
-86.80892311,32.35683211,150.5
-86.80847074,35.6085119,39
-86.80814004,32.35520709,172
-86.8078908,32.30716818,150
-86.80758702,37.24532521,84
-86.80736714,37.33162466,102
-86.80719442,32.35006351,162
-86.8066378,34.55322562,505
-86.80618518,37.27317625,60
-86.80610494,37.27493384,67
-86.80581939,32.30717275,150
-86.80530957,37.27155229,67
-86.8052133,37.27652245,67
-86.80516398,37.33238466,67
-86.80470895,35.09510294,36
-86.80438021,37.24275095,84
-86.80395759,37.2700952,63
-86.80364316,35.60507785,39
-86.80351123,37.27779602,84
-86.8032066,31.13799438,84
-86.80275637,37.98924787,543
-86.80222525,34.55244042,526
-86.80166325,36.20170289,151
-86.80127815,33.80768001,42
-86.80092717,37.33378635,65
-86.80089777,37.28073922,67
-86.80061863,31.15872523,67
-86.80052339,31.1569656,58.5
-86.8001009,34.55198606,544
-86.79990077,33.80899819,36
-86.79949463,36.20150222,155
-86.79900392,37.98717576,636
-86.79872515,37.33407364,67
-86.79834769,31.16372945,67
-86.79817741,31.13514821,80
-86.79797658,34.55153166,509
-86.79745234,31.16535217,82
-86.79732618,36.2012397,151
-86.79632071,35.09314012,51
-86.79609961,37.24035727,65
-86.79593396,32.31005069,171
-86.79559361,37.98499597,768
-86.79519701,35.6051197,42
-86.79469219,31.15194868,84
-86.79433882,32.31080589,162
-86.79422312,33.81121298,42
-86.79402592,37.9836413,813
-86.79390051,37.24056208,75
-86.7933192,37.26763791,61.5
-86.79318162,31.1363816,67
-86.79268482,31.14707305,67
-86.79249083,31.14531326,60
-86.7924457,31.16602092,84
-86.79227572,33.81226496,39
-86.79167755,37.98052771,818
-86.79153278,37.24058884,75
-86.79112009,37.26756065,60
-86.79071696,31.16482709,58.5
-86.79039838,32.31512424,223.5
-86.79022689,35.09503237,42
-86.78947874,34.5500203,427.5
-86.78939691,35.58886913,42
-86.78924663,36.19849143,169
-86.78891548,37.33001574,63
-86.78882917,31.16439993,54
-86.78748152,36.19719908,165
-86.78710498,32.31971961,283
-86.78673217,33.81252608,42
-86.78627329,35.09652955,63
-86.7861256,35.59118963,39
-86.78608141,35.60779799,48
-86.78589345,36.19626764,159
-86.7857668,37.23825679,84
-86.78547783,35.58573347,80
-86.78521886,33.7954772,36
-86.78468672,37.32853886,73.5
-86.78461744,33.79899363,45
-86.78452599,37.26619802,65
-86.78438844,37.96158742,821.5
-86.78420102,33.79212028,48
-86.78336436,32.32458476,379.5
-86.78272158,32.37126883,240
-86.782624,37.23338347,83.5
-86.78255041,36.18986953,219
-86.78251591,35.60589814,48
-86.78236148,32.38845367,270
-86.78226613,32.39021265,300
-86.78209231,32.38669407,238
-86.78202163,36.18459442,197
-86.78186617,35.58249907,46.5
-86.78179288,33.80883762,36
-86.78168808,35.57898229,42
-86.78161368,37.23189429,67
-86.78153094,36.18107742,158.5
-86.78130229,36.17931895,152
-86.78121218,32.38006193,336
-86.78108913,35.58412064,48
-86.78105168,32.3275578,393.5
-86.78103285,32.36625911,498
-86.78093095,35.57735793,39
-86.78068277,32.3835793,474
-86.78048791,34.54958706,414
-86.78034499,32.39324045,352
-86.78031522,37.95319784,759
-86.78011276,32.32918001,391.5
-86.77961704,32.36273835,377
-86.77935256,37.95157371,764
-86.77903568,32.33080196,366
-86.77871581,33.7911906,63
-86.77861196,37.26376595,84
-86.7783626,34.54956776,452
-86.77829244,35.10572366,45
-86.77825862,37.32653491,84
-86.77809429,35.1073464,54
-86.77805807,35.59376099,63
-86.77802232,32.33242402,456
-86.77780043,31.16918158,42
-86.77767883,36.17079248,160.5
-86.77757458,35.10396398,54
-86.77722708,35.57573718,54
-86.77708164,35.60034305,55.5
-86.77697705,32.33404601,410
-86.77685461,32.35610286,372
-86.77623742,34.54950204,496
-86.77623099,37.22607017,87
-86.77618675,32.33566845,409
-86.77617464,37.94480798,732
-86.77603737,35.59871814,48
-86.77590983,31.16993624,42
-86.7757303,36.16781367,129
-86.77567715,32.35271779,408
-86.77537434,35.11004657,42
-86.77523936,35.57614825,42
-86.77503954,37.25905931,80
-86.77487146,37.22458028,84
-86.77474051,35.1011183,42
-86.77471874,32.34919778,384
-86.77455888,32.34080769,442.5
-86.77437234,32.39452895,315
-86.77422916,33.79496281,57
-86.77411246,34.54935255,575
-86.77389039,31.17001133,60
-86.77376632,32.34757224,481
-86.77360273,33.79667402,77.5
-86.77333537,33.8003263,30
-86.77329065,37.32328049,89
-86.77309805,35.09990332,42
-86.77267529,31.17099527,63
-86.77259763,31.17275461,60
-86.77258411,31.17464941,60
-86.77230352,33.8262996,45
-86.7722289,35.11258356,45
-86.77197319,33.82454025,39
-86.77187362,37.25432089,84
-86.77165861,37.93668763,735
-86.77128996,35.09908296,42
-86.77123822,31.20130978,46.5
-86.7709614,31.2508178,36
-86.77087864,31.21200128,54
-86.77063946,37.93506331,738
-86.77060095,31.20253447,63
-86.77043049,35.1121257,42
-86.77039761,37.30961881,87
-86.76944802,35.5751455,63
-86.76909953,31.25202353,42
-86.7689892,37.30816122,84
-86.76890468,33.81574087,42
-86.76889263,33.82882763,39
-86.76874455,35.1107104,42
-86.76857612,31.20823461,42
-86.76845079,31.23811815,48
-86.76831434,32.39348181,485
-86.76830191,35.09650736,60
-86.7682497,36.15942386,142
-86.76816345,31.2310798,49.5
-86.7680882,31.21459487,42
-86.76805998,34.55057668,586
-86.76803002,31.23473382,45
-86.76797172,31.23649318,54
-86.76743909,37.21780536,75
-86.7673645,31.25287937,36
-86.7671437,37.30721474,79.5
-86.76678762,31.22606962,42
-86.76647099,37.25103286,84
-86.76612721,37.21631546,67
-86.76560353,31.20552777,42
-86.7654176,31.2247137,42
-86.76533095,31.18326593,42
-86.76519563,35.10407589,36
-86.76511471,37.30649863,84
-86.76503078,31.17732107,42
-86.76485112,35.10231686,30
-86.7647432,31.191766,62
-86.76438373,37.21518524,65
-86.76435354,31.19652939,36
-86.76399722,31.22335767,42
-86.76382631,31.21862034,48
-86.76351569,35.09893279,36
-86.76345381,31.17845507,63
-86.7631072,31.19121389,36
-86.76303079,31.22186712,57
-86.76282132,35.57678267,67
-86.76241699,31.18180428,45
-86.76225714,32.39218694,880
-86.76208372,37.9224732,771
-86.7619129,35.09772855,42
-86.76174881,36.15843226,150
-86.76158007,31.18911131,45
-86.76133099,33.82222023,63
-86.76124491,35.57802384,39
-86.76047153,31.2624652,39
-86.76022179,31.18667259,60.5
-86.75972042,37.91935892,818
-86.75958056,36.15853225,139.5
-86.75929409,31.18829499,54
-86.7590098,35.57807349,54
-86.75885789,33.81937439,108
-86.75857662,37.91773423,801.5
-86.75829806,35.09575202,42
-86.75811446,31.1899169,48
-86.75778978,37.21535222,60
-86.75754391,37.91624496,771
-86.75725066,33.81837011,128
-86.75685869,35.57771753,45
-86.75649018,35.09494226,42
-86.7563679,37.91475539,754.5
-86.75595247,34.55371302,370
-86.75583358,37.30187192,63
-86.75569394,31.19244777,43.5
-86.75559134,37.21554601,80
-86.755315,33.81888038,102
-86.75517873,37.91313058,745
-86.75501177,37.23792673,63
-86.75483082,33.8273484,42
-86.75467924,37.23616831,63
-86.75447074,37.23441014,92
-86.75436925,37.3003924,73.5
-86.75429737,37.28779975,79.5
-86.75390674,33.84273835,42
-86.75389574,33.82017631,54
-86.75377777,33.83925155,42
-86.75356055,37.21617279,75.5
-86.7534237,33.82382813,42
-86.7533192,35.57879232,67
-86.75324631,33.83559775,58
-86.75307355,36.15955066,185
-86.75292376,37.23102665,87
-86.75267659,34.55571926,361
-86.75259443,37.91028608,680
-86.75237703,31.26097012,36
-86.75221544,35.09359003,48
-86.75214091,37.28830776,63
-86.75181208,37.22940179,80
-86.7516772,33.83201142,97
-86.75145333,31.19252988,42
-86.75130213,37.9089314,663
-86.75116725,37.2276427,77
-86.75080811,37.28193853,63
-86.75072762,37.29402995,84
-86.75065555,37.2187177,91
-86.75037188,33.84287941,81
-86.75006009,35.58124713,54
-86.74960785,34.55838596,384
-86.74907982,37.29283663,84
-86.74895369,33.82885952,68
-86.74874265,33.83450635,106.5
-86.74860753,37.28219013,84
-86.74803515,37.90622054,551
-86.74774233,37.28792761,87
-86.74739128,37.29169728,84
-86.7469098,31.26298058,42
-86.74684518,33.82925334,73.5
-86.74656547,36.16084949,129
-86.74592183,35.58101821,48
-86.74564538,31.26445782,42
-86.74498028,35.09524322,36
-86.74487926,32.38997112,372.5
-86.74403998,37.28184682,77
-86.74379758,31.27189797,36
-86.74311165,33.83096106,84
-86.74307206,35.09848541,48
-86.74255896,36.1620851,156
-86.7423474,34.56499913,487.5
-86.74195327,35.57950428,42
-86.74160534,33.83232701,79.5
-86.7411198,35.10172747,54
-86.74071934,34.56621312,540.5
-86.74046076,33.8355715,42
-86.74036814,31.2736776,36
-86.74022266,37.89971418,416
-86.74011145,31.19478898,30
-86.74002974,33.83922333,42
-86.73954354,32.3930996,397.5
-86.73915404,34.56756249,542
-86.73876698,37.89835901,387
-86.73847526,31.27439559,42
-86.73828923,32.3944592,381
-86.73811165,37.28356454,58.5
-86.737757,34.56877694,551
-86.73740088,31.19244783,57
-86.73723273,35.10604739,30
-86.73667562,32.39577294,381
-86.73645867,31.19102931,49.5
-86.73632067,34.56999128,534
-86.73605142,36.16310774,137
-86.73597045,35.1075325,48
-86.73591042,37.28397687,60
-86.73462825,31.18498922,42
-86.73448196,33.84323404,72
-86.73363002,35.57656842,42
-86.73344121,31.27141674,36
-86.7331221,35.57996653,48
-86.73268681,31.18919761,45
-86.73237331,33.84353613,89
-86.73218509,33.8588231,36
-86.73140335,31.26768608,30
-86.73129332,31.2694453,46.5
-86.73127085,35.11861337,60
-86.7310245,37.89181974,510
-86.73094269,35.11685429,54
-86.73086203,33.86014602,42
-86.73061455,35.1150952,45
-86.73044139,35.12578023,43.5
-86.73031706,37.27708402,85.5
-86.73019836,32.39996312,336
-86.73014443,35.12929628,36
-86.73005867,34.58134032,54
-86.72955609,34.58309772,67
-86.72923836,32.40147662,496
-86.72919458,35.58274388,43.5
-86.72908479,35.13440668,54
-86.72898524,37.27572888,84
-86.72896203,34.58471965,54
-86.72891369,33.86089935,42
-86.72840105,33.84866833,36
-86.72820811,31.26835607,39
-86.72804589,31.26997983,36
-86.72771847,31.26537364,42
-86.72742531,34.57781743,509
-86.72704139,35.58300179,63
-86.72696526,33.86167069,42
-86.72689926,31.18473845,70.5
-86.72685468,31.27143359,36
-86.72509872,34.58904506,42
-86.72491888,35.13612086,42
-86.72471888,37.89008006,611
-86.72430968,34.58032646,478
-86.72410881,37.27206695,84
-86.72395418,33.8640811,42
-86.72297995,31.18452255,42
-86.72282603,32.40455695,197
-86.72267053,37.27057628,75
-86.72263727,34.58159422,425
-86.72253955,36.16400581,172.5
-86.72174777,31.28271555,39
-86.72127196,33.86705136,48
-86.72113243,31.1846539,45
-86.7210041,34.59068066,51
-86.72094126,37.26543424,78.5
-86.72047799,31.1894965,36
-86.72037046,36.1642854,151
-86.72029788,31.18344045,63
-86.71991375,35.58542764,42
-86.71972647,37.26394406,84
-86.7195638,32.37330928,214
-86.71947541,35.13901064,30
-86.71921836,33.87015828,65
-86.71904645,32.38738124,315
-86.71903979,34.59111803,67
-86.71891798,32.38914009,330
-86.71890186,32.37168398,225
-86.71873482,32.39089881,380
-86.71857376,31.1839265,39
-86.71820534,32.39265677,530.5
-86.71813212,33.87168904,42
-86.71808595,32.39441564,450
-86.71797686,35.127916,52.5
-86.71761009,31.19036675,51
-86.71750083,32.39793259,298
-86.71729029,32.39969125,257
-86.71691125,34.59174566,54
-86.71683262,35.14139405,33
-86.71659767,31.18443776,57
-86.71653542,37.26136748,84
-86.71634345,35.12101401,48
-86.71622786,31.18577105,43.5
-86.71556343,31.19035966,48
-86.71512554,35.58168357,42
-86.71505813,37.26014704,84
-86.71496353,35.13277824,33
-86.71478342,34.59215425,67
-86.7144091,32.36382541,422
-86.71411654,33.8729489,42
-86.71403584,35.13439915,30
-86.71391204,37.25852176,77
-86.7138215,34.58646163,432.5
-86.71330835,35.58057023,39
-86.71298777,37.25500406,80
-86.71279507,35.13764241,36
-86.71235563,36.16690059,189.5
-86.71216766,33.8737298,42
-86.71203644,36.23326597,142
-86.71174432,37.89250957,698
-86.71148565,35.58100408,42
-86.71137362,36.23150634,142
-86.71056211,36.23990816,150
-86.71045599,36.22988132,150
-86.71042996,36.16807926,169
-86.71021887,33.87447819,42
-86.7101948,37.2502649,79.5
-86.70966054,35.58210332,42
-86.70956443,34.58775017,410
-86.70883226,36.22663178,155
-86.7083996,34.59344162,80
-86.70810815,33.87513805,42
-86.707983,37.89457329,703
-86.70761024,36.22311273,140.5
-86.70751867,37.24539075,65
-86.70743639,34.58823721,385
-86.70732699,36.22148923,155
-86.7065724,36.21797131,155.5
-86.70640915,33.91341979,76
-86.7062948,36.17187122,150
-86.70615942,33.87584592,42
-86.70606387,31.19064768,46.5
-86.70577741,36.21634655,152.5
-86.70572135,35.12058292,36
-86.70483245,36.17347498,150
-86.70469071,37.89704547,678
-86.70455336,33.91828562,54
-86.70437161,33.87691491,42
-86.70385692,35.58454531,42
-86.70353083,33.91990658,54
-86.70342168,37.24067523,65
-86.70318328,34.58835835,360
-86.70295402,33.91154458,67
-86.70280114,31.19353653,45
-86.70249002,36.17657958,129
-86.70227563,35.12530854,42
-86.70221095,35.58550422,36
-86.70171849,36.24511803,151
-86.70139369,37.24030957,79
-86.70126715,37.89985971,509
-86.70105732,34.58825267,320
-86.70096884,33.87906226,45
-86.70084531,33.91135007,57
-86.70083799,33.92273022,42
-86.70076012,36.21038382,129
-86.70057143,34.59993881,63
-86.70031502,35.12841465,30
-86.69986535,36.17957524,133.5
-86.69955745,35.1314696,51
-86.69901699,33.92371066,51
-86.69893233,34.58787642,305
-86.69884796,36.20713341,153
-86.6987049,35.13287417,63
-86.69810067,32.35705757,237.5
-86.69799762,36.20550847,153.5
-86.69784655,34.61670553,189
-86.69753475,34.61846326,146.5
-86.69745256,34.61345809,96
-86.6973769,36.24536214,142
-86.69723178,31.18829929,42
-86.69718068,36.20388359,171
-86.69704335,33.88525777,48
-86.69680742,34.58748467,343.5
-86.69643402,34.60020814,86.5
-86.69632388,33.88687943,36
-86.69620805,36.20225832,171
-86.69609516,35.13570807,33
-86.69555865,36.18323372,150
-86.6952132,36.20063298,181.5
-86.69517804,35.13732886,42
-86.69496113,33.92336698,70
-86.69468274,34.58703878,409
-86.69451632,33.91158578,63
-86.69448193,34.62400943,444
-86.69437138,34.62738315,151
-86.69427808,32.35598386,257
-86.69411829,36.19900738,192
-86.69389248,36.18476084,150
-86.69319325,33.9221811,84
-86.69303456,36.24579155,150
-86.69292886,37.24251439,61.5
-86.69274987,31.18579835,42
-86.69266707,36.18610232,138
-86.69258221,37.90574628,468
-86.69251033,34.59954902,80.5
-86.69236725,32.35532066,315.5
-86.69190185,35.59350507,30
-86.69158051,34.62980711,334
-86.69144147,36.18748242,129
-86.69102117,34.60410836,79.5
-86.69092989,33.89822999,42
-86.69085845,31.18649761,72.5
-86.6907064,34.60075674,87
-86.69061047,33.89982555,42
-86.69045706,32.35447701,316.5
-86.69038372,34.60248351,100
-86.69027891,33.90597208,42
-86.69009149,33.91770894,67
-86.68998167,36.19264073,136
-86.68903245,36.24461125,108
-86.68885282,33.91621768,63
-86.68882033,37.90765616,462
-86.68854681,32.35366039,229.5
-86.68830919,34.58559654,466.5
-86.68810857,35.58959631,36
-86.68740384,33.91486116,84
-86.6872094,35.58806118,36
-86.68676649,33.90101408,60
-86.68664474,35.14528731,36
-86.68647644,32.35305729,169
-86.68634914,34.58488811,433
-86.6860506,33.91336958,51
-86.68595214,36.28724705,151
-86.6857961,31.1907622,69
-86.68536767,36.24260022,159
-86.68530184,35.58753712,42
-86.68522765,37.9098548,468
-86.68484902,36.28859956,129
-86.68440536,32.35266678,186.5
-86.68415339,33.90569214,54
-86.68394727,31.19123589,39
-86.68370974,35.14798484,36
-86.68350653,36.29012684,129
-86.68271592,33.89954392,42
-86.68249126,32.35297772,232.5
-86.68204989,34.63026188,199
-86.68191733,36.27010826,129
-86.68158748,36.23616394,169
-86.68129496,37.91170991,618
-86.68110183,36.29323078,108
-86.68078225,36.23440377,180.5
-86.68057535,32.35380284,258
-86.68028044,31.19548022,42
-86.67991561,35.14966108,30
-86.67956532,36.26699163,127
-86.67949687,35.59003356,42
-86.67943185,35.13864081,30
-86.67937158,34.58067661,429
-86.67924516,37.91219104,608.5
-86.67909093,35.14039826,48
-86.67896433,35.13525813,54
-86.67814806,33.90625124,42
-86.6781209,35.1487492,42
-86.67795002,36.22763451,152
-86.6776128,33.92200602,54
-86.67737803,36.22060083,150
-86.67736618,36.21884277,151
-86.67726122,31.20366185,42
-86.67712753,31.19975461,52.5
-86.67693214,36.26407434,127
-86.67686829,34.57782933,378.5
-86.67671771,33.8983288,67
-86.67664951,36.20991541,137
-86.67634932,36.20639852,152
-86.67593994,32.35723713,212
-86.67570819,36.20463874,169
-86.67545224,36.29886286,127
-86.67526707,36.26291224,127
-86.67514842,34.57430774,365.5
-86.67488538,33.91090549,55.5
-86.6748234,34.56537903,391
-86.67479828,34.56903126,345
-86.67469332,34.5707895,345
-86.67460383,33.90386993,42
-86.67451448,37.23786806,84
-86.67397106,33.92659611,54
-86.67390296,37.22279233,67
-86.67368596,36.20138763,150
-86.67365175,34.55834183,515
-86.67351046,33.9282183,52.5
-86.67309652,33.91195598,63
-86.67279171,36.19976238,136
-86.67275082,33.91749787,67
-86.67266279,36.26007608,133.5
-86.67254339,37.2311021,80
-86.67246054,37.23461734,80
-86.67241872,37.91234348,677.5
-86.67209771,36.19813768,146
-86.67175677,36.25845081,155
-86.67151017,33.93633005,60.5
-86.67135991,35.59042641,58.5
-86.67117626,36.19664758,127
-86.67114604,31.1998748,54
-86.67079513,36.25682537,154.5
-86.67044303,35.13009545,36
-86.67030925,35.59360637,42
-86.67020208,37.9119536,532
-86.66989113,31.19851816,48
-86.6698543,33.9145448,84
-86.66962428,34.55414842,426
-86.66959803,36.30052911,153
-86.66848053,33.9446825,65
-86.66830383,35.1298191,60
-86.66827808,36.25397853,150
-86.66763798,37.22485973,67
-86.66742792,36.3001174,151
-86.66715801,35.60017975,39
-86.66702167,32.3650732,254
-86.66646073,36.17918932,36
-86.66619923,34.55204512,403
-86.66599876,35.12984369,30
-86.66576764,37.91144666,429
-86.66548938,31.19299381,57
-86.66525787,36.29969663,154
-86.66514208,36.18256649,30
-86.66496545,36.17255865,42
-86.66480447,36.25205756,150
-86.66442244,32.36776185,254
-86.66427062,35.59859386,42
-86.66424066,34.55121009,383
-86.66408083,35.59683511,60
-86.66378643,35.59331785,48
-86.6637539,31.19274825,63
-86.66363592,37.85490565,450
-86.6636098,37.85314802,458
-86.66328166,37.85138953,458
-86.66325467,36.29933039,156
-86.66318147,37.85841945,458
-86.66313599,36.17132739,42
-86.6626614,35.58519985,36
-86.66250212,31.19563745,42
-86.66222597,37.8478714,426
-86.66211757,34.55063867,362
-86.66176052,35.5868203,39
-86.66128899,37.84611116,426
-86.66121026,37.86544399,482
-86.66060194,31.19489386,52
-86.66037742,31.19956531,42
-86.66030906,33.9449849,48
-86.65936886,35.14047969,30
-86.65931973,35.1387212,42
-86.65919633,36.2465152,150
-86.65902949,37.84313031,483
-86.65879938,36.17133314,42
-86.65843117,35.135202,30
-86.65820687,37.87219511,496
-86.65708498,36.29666952,213
-86.65681032,36.24339802,138
-86.65664296,37.22588043,75
-86.65605146,35.14622456,36
-86.65587109,32.3758579,254
-86.65566426,36.17374937,30
-86.65564322,37.87718988,536
-86.65537441,35.57794799,36
-86.65511281,36.295786,225
-86.65472309,36.17536948,30
-86.65429917,36.1771263,30
-86.65415843,36.24055049,150
-86.65409606,32.39141461,632
-86.65402468,36.19511165,96
-86.65398684,37.83990694,660
-86.65390956,35.14649671,36
-86.65362281,34.54900708,270
-86.65346432,32.38978906,686.5
-86.6532774,37.88218518,604
-86.65283505,36.1823962,48
-86.65242477,36.29274516,1450.5
-86.65215058,32.39800734,190
-86.65213244,33.93749439,36
-86.65193231,35.14677057,42
-86.65177347,37.83930426,674
-86.65149878,34.54869442,266.5
-86.65121989,35.57902704,45
-86.65058953,32.39913969,212
-86.65007866,36.19703403,132.5
-86.64988257,37.22522708,67
-86.64977764,33.94019339,60
-86.64956405,37.8906915,704
-86.64950625,37.90623877,729
-86.64937449,34.54844614,321
-86.64911934,35.14991847,87
-86.64908214,36.28813752,1477.5
-86.64899049,32.40018531,237
-86.64873611,35.58166166,42
-86.64859423,36.23498973,129
-86.64850556,36.19809777,127
-86.64841676,37.90474838,795.5
-86.64793515,36.2866466,1357
-86.64741693,37.90109512,807
-86.64732243,33.94516484,42
-86.64717378,37.83864066,675.5
-86.64655279,36.18710329,30
-86.64644463,36.28528988,1421
-86.64622779,31.2074637,63
-86.64614386,35.15251217,36
-86.64563977,33.94383422,58.5
-86.64548822,37.22483542,80
-86.64539783,31.21888975,65
-86.64523226,36.22835338,139
-86.64515839,36.20035982,127
-86.6449588,34.54881085,360
-86.64471588,33.94220815,36
-86.64461617,37.8387421,670
-86.64452746,36.22672849,151
-86.64438407,36.18710459,30
-86.64415433,35.14043597,46.5
-86.64408444,35.13883972,30
-86.64392185,36.22496866,142
-86.64364999,36.20184291,150
-86.64275886,35.54821978,30
-86.64265458,33.93569953,65.5
-86.64258139,36.21982579,142
-86.6424207,35.13774374,42
-86.6422552,31.21702234,42
-86.64206329,36.21806621,151
-86.64119141,34.55048621,339
-86.64102365,35.15591821,48
-86.64100756,32.40218408,270
-86.64061441,35.13662207,42
-86.6400948,31.22361201,42
-86.63975916,36.20615874,129
-86.63975142,36.17142159,42
-86.63948029,36.26795938,716
-86.63942225,36.27850731,2080
-86.63907777,36.26971618,1191
-86.63895633,36.27674789,2073
-86.63890095,35.55973145,42
-86.63882517,31.21345776,48
-86.63880736,35.13568613,42
-86.6384865,35.57830426,42
-86.63845373,35.54874794,60
-86.6383476,36.271472,1206
-86.63833138,36.27498799,1991
-86.63791086,34.55296551,296
-86.63780163,36.2591642,800
-86.63771325,36.18663381,49.5
-86.63721482,37.22239976,66
-86.63689634,33.93866795,51
-86.63683553,35.13478754,42
-86.63666905,35.57750174,42
-86.63630236,35.54874147,30
-86.63608578,36.17782062,42
-86.63580825,31.22387062,60
-86.63566829,36.25591214,864.5
-86.63518931,37.22169044,75
-86.63485393,35.57619247,42
-86.63476139,35.5601054,60
-86.63464011,31.22067323,67
-86.63435236,37.19191441,67
-86.63429749,33.94163651,36
-86.63396379,33.94339421,36
-86.63370966,34.55904015,284
-86.63360207,36.18581891,36
-86.6334925,35.14594974,30
-86.63333615,33.95132385,42
-86.63324899,36.18044452,30
-86.63322967,36.18220251,30
-86.63296208,35.15405585,42
