x,y,Width (m)
-93.86604224,32.64033562,42
-93.86558477,35.47382706,542.5
-93.86498847,33.63070577,72
-93.86486774,36.36859924,1032.5
-93.86468305,36.35976579,827
-93.86446071,33.59404867,105
-93.86417507,36.42687746,1919
-93.86315986,34.58650778,42
-93.86286021,32.63804108,67
-93.86275227,36.34963776,660.5
-93.86269752,36.36891372,735
-93.86239961,36.35504937,641
-93.86217234,36.35667373,889.5
-93.86202726,33.10686856,80
-93.86199595,36.42653261,1496
-93.86173719,36.41522966,1357
-93.86147732,35.47831957,429
-93.86135098,34.58556107,42
-93.8611892,33.10335663,132
-93.86101447,36.34261851,759.5
-93.86076299,33.60028682,94
-93.86052528,36.36904529,967.5
-93.86035547,33.62017676,79
-93.86034509,33.60394246,150
-93.86029321,36.4137526,1602.5
-93.86024108,33.10173961,122
-93.86019814,33.60759622,123
-93.86019405,33.60935497,114.5
-93.86003671,35.47967148,408
-93.86000853,33.11527093,139.5
-93.85969533,33.6166639,85.5
-93.85952547,33.62545869,77
-93.85946119,36.41213589,1435.5
-93.85939609,34.59457451,48
-93.85895015,36.33952314,466
-93.85875916,36.40524444,1356
-93.85852116,34.59620385,63
-93.85847307,36.41052029,1311.5
-93.85839534,35.48080841,384
-93.85837101,34.59796335,37.5
-93.8582717,34.58648969,54
-93.85800372,34.60148283,54
-93.85782882,33.11839778,108
-93.857137,34.60310308,48
-93.85691013,33.09310352,87
-93.85672893,33.61320312,52.5
-93.8565914,33.11989456,138
-93.856416,33.61426052,107.5
-93.85622019,36.32099859,82
-93.85589723,33.09473405,91.5
-93.85538825,33.12139109,159
-93.85482892,36.32213544,105
-93.85461224,35.48268723,362
-93.85455327,33.08297238,117
-93.85411434,36.37038175,628
-93.85360508,36.4243103,1308
-93.85331722,36.33675078,424
-93.85323762,36.32536522,137.5
-93.85295587,33.13300721,164
-93.8528069,33.12979719,169
-93.85270858,33.12628015,108
-93.85252581,33.61329529,150.5
-93.85245787,36.32712874,137
-93.85234533,36.37148392,690
-93.85212811,33.13467252,223
-93.85171323,33.13643421,211
-93.85154644,33.13819421,189
-93.85143812,33.14347151,148.5
-93.85128511,32.63563044,36
-93.85126082,33.14509628,87
-93.85107998,34.60482277,51
-93.85088409,33.61077223,84
-93.85065483,35.48373405,347
-93.85042308,33.61322215,120
-93.85026016,36.33228303,395
-93.84912299,34.60542256,43.5
-93.84854839,36.42091858,95
-93.84850875,35.48406859,365
-93.84720428,33.14917897,105
-93.84699744,34.60553652,75
-93.84619805,33.07781073,155
-93.84553548,33.61607735,108
-93.84405413,33.61782686,143
-93.84309075,32.63148219,49.5
-93.84225921,33.60507886,169
-93.84217287,33.07702233,210
-93.84202903,36.42148245,64.5
-93.84167246,36.37291185,448
-93.84127381,32.63098021,58.5
-93.84092947,34.60404549,42
-93.84028344,33.618069,82
-93.84008979,32.62764153,67
-93.83973937,35.48353099,320
-93.83899326,33.14830036,122
-93.83872287,32.62607027,63
-93.83799173,33.61518941,115
-93.83705719,33.14766396,115
-93.83605171,33.07550308,186.5
-93.83552761,33.61006519,148.5
-93.83526784,35.48285488,336
-93.83518577,36.42826474,57
-93.8350442,32.62595226,48
-93.83463605,33.60255828,92
-93.83445576,36.42989254,33
-93.83424862,33.07467502,202
-93.83380701,32.6258793,65
-93.83340603,32.62286911,52.5
-93.83318634,33.14651735,170
-93.8327724,33.60837915,273.9819031
-93.83237346,33.60264567,91
-93.8319434,36.43281471,42
-93.83166161,32.62326856,42
-93.83132015,33.07203501,150
-93.83117492,34.61015419,54
-93.83096716,35.48270682,417
-93.83037015,33.60841849,245.1163788
-93.83026519,32.61471732,63
-93.83015945,32.95784993,171
-93.83011129,33.60277812,100
-93.82972093,32.61972731,49.5
-93.82933854,32.61309974,48
-93.82915857,33.06704336,162.5
-93.8290964,32.62135513,60.5
-93.82901159,33.14724874,123
-93.82881599,35.48255159,446
-93.82871337,32.61148017,48
-93.8284397,33.06528926,171
-93.82839661,33.03944748,129.5
-93.82831275,32.94798523,226.5
-93.82806907,33.56952916,97.5
-93.82788438,32.62285151,42
-93.82763203,33.56614988,129
-93.82734323,33.0344484,117
-93.82722409,32.61016397,63
-93.82708941,33.14808232,138
-93.82692262,34.61029129,54
-93.82666285,35.48220313,502
-93.82657832,32.99264589,180
-93.82653725,33.04446587,152
-93.8264311,32.94489659,159
-93.8263393,33.56461083,84
-93.82611613,32.96209812,233
-93.82607176,33.04622784,132.5
-93.82601252,33.03299599,118.5
-93.82591835,33.60388848,127
-93.82574362,33.57265631,127
-93.82561067,33.14932785,138.5
-93.82527996,33.04975086,161.5
-93.82523153,33.05489253,243
-93.82489935,32.94346556,159
-93.82481316,33.05137753,121
-93.82475343,32.96329777,254
-93.82470839,33.57415138,189.5
-93.82456593,33.56369909,84
-93.8244066,33.15082409,84
-93.82431991,33.60513477,129
-93.8242128,33.60956613,226.0864868
-93.82416518,32.98982054,105
-93.82388206,34.60805519,80
-93.82368822,33.57564633,174.5
-93.82342535,32.94192898,148
-93.82312898,33.15225766,139.5
-93.82287721,33.60825597,86
-93.82262231,36.43862908,37.5
-93.82253902,36.44025235,60
-93.82248166,33.57713093,214
-93.822208,36.4300262,63
-93.82198519,34.60731275,54
-93.82150832,33.15324611,180
-93.82123761,32.98713383,169
-93.82116135,33.0295012,171
-93.821055,33.61137968,148
-93.82084597,32.93923993,212
-93.82052498,35.48024595,624
-93.82048472,32.88688049,152
-93.82038521,32.9671799,150
-93.82036035,36.42936819,87.5
-93.81994903,33.00264769,300
-93.81991035,33.15437148,127
-93.81973067,32.89405646,234
-93.81955817,33.61274247,223
-93.81947301,32.93790675,169
-93.81916649,32.89581909,189
-93.81897047,36.43041317,122
-93.81885909,35.47902202,455.5
-93.81868963,32.89744584,123
-93.81855367,36.47084054,65
-93.81850745,33.15572285,190
-93.81805019,34.60642841,36
-93.81776974,33.02748677,105
-93.8175948,33.61274645,130.5
-93.81747865,35.47767891,425.5
-93.8173477,36.46760342,30
-93.81728757,33.58475304,245
-93.81684498,32.90814677,170
-93.81658431,33.00482913,212
-93.81652825,32.9810762,171.5
-93.81647514,32.60598562,77
-93.81612097,32.93561774,243.5
-93.81607923,34.60563002,42
-93.81599275,33.02637812,102
-93.8157716,32.91153633,123
-93.81574652,32.87730501,127
-93.81569542,36.46436933,30
-93.81549855,36.44450165,276.5
-93.81535169,35.47444739,369.5
-93.81509979,33.60993091,104.5
-93.81493601,32.97783938,171.5
-93.81468012,33.00590232,174
-93.81463781,36.46302431,33
-93.81463197,32.97269995,115
-93.81456432,32.91492675,101
-93.81433776,33.58964284,167.5
-93.81421508,32.87582666,144
-93.81414041,36.47469307,36
-93.81405755,33.02552485,119
-93.81351248,33.59127172,189
-93.81313582,32.91649009,150
-93.8127309,32.93336136,270
-93.81260241,35.46959706,464.5
-93.81231696,33.59479704,277
-93.8120412,33.5964223,231
-93.81196696,36.47500022,30
-93.81173437,33.59818305,189
-93.81156737,33.60007817,184
-93.81146351,32.91755824,166.5
-93.81002008,33.56351553,142.5
-93.80978994,36.47496608,36
-93.80941901,36.44618762,236
-93.80915243,33.00899606,192
-93.80896083,35.46475264,283
-93.80884041,36.46522734,45
-93.80854713,34.60380449,36
-93.80839658,36.45752253,63
-93.80826769,36.46888228,80
-93.808087,36.46360974,48
-93.80765372,32.86896875,254
-93.80661679,35.43528445,360
-93.80654286,35.45989993,322.5
-93.80650483,35.43352698,360
-93.8064275,35.43176928,357
-93.80627123,33.1579602,143
-93.80614498,32.93251644,156
-93.80603828,32.86762614,254
-93.8054777,33.01340354,149
-93.8048333,33.53943582,151
-93.80476024,35.42474753,383
-93.80474257,33.01497777,155.5
-93.80460458,36.45324414,54
-93.80425406,35.44584951,317
-93.80415192,35.4476084,313
-93.80410191,35.45112516,340
-93.80385933,35.44936856,306
-93.80378927,32.92040858,110
-93.80351113,36.45171381,70.5
-93.80349467,36.45011826,170
-93.80313145,34.6031495,42
-93.80288074,33.53477266,128
-93.80157933,35.41611282,389
-93.80130709,32.78715071,190.5
-93.80101804,33.53365731,126
-93.80079231,35.41449507,383
-93.80022067,32.86252198,96
-93.80012615,32.92193664,117
-93.79997229,35.41287753,386.5
-93.7997874,33.54527124,150
-93.79952873,33.56489668,114
-93.79923122,33.53259015,138
-93.79900913,35.41126093,432
-93.79886812,32.80340285,150
-93.79871367,32.92328246,101
-93.79856318,34.61240099,48
-93.79844895,32.86160421,90
-93.79826653,32.74441366,136
-93.79803889,32.80503179,104.5
-93.79778712,32.924912,108
-93.79758431,33.56433406,63
-93.7974677,33.54812906,151.5
-93.7974245,32.75293426,154.5
-93.79740158,32.92843231,77.5
-93.79733232,32.92667382,78
-93.79695166,34.60355614,65
-93.79668074,34.61287063,36
-93.79641415,36.46046213,123
-93.79598517,32.80829216,151.5
-93.79591065,35.40641245,384
-93.7958111,33.15744249,94
-93.79562291,33.55134276,150
-93.79550458,33.5313749,170
-93.79537093,32.78609451,94
-93.79487709,32.60404942,75
-93.79479074,33.56163003,51
-93.79426408,32.8597366,88.5
-93.79418795,32.75510166,144
-93.79387451,33.15673739,96
-93.79351634,34.61044101,36
-93.79328977,32.78622755,121
-93.79254348,32.75624863,150
-93.79207141,32.81657055,155
-93.79129645,35.4003566,324
-93.7911574,32.81819998,180
-93.79087953,32.85771046,169
-93.7902109,32.73456418,150
-93.79004042,32.81969538,212.5
-93.78993472,34.60885008,30
-93.78983135,32.53663396,67
-93.78956372,32.59387161,54
-93.78950953,32.53514757,75
-93.78935349,33.52999823,175.5
-93.78892314,33.15346219,170
-93.7888532,32.59888251,67
-93.78880502,32.78626264,184
-93.78860945,32.59712502,63
-93.78854542,35.39739912,296
-93.78838738,32.82484736,284
-93.78809837,32.60030348,63
-93.787765,32.82661023,284
-93.78762796,32.66965639,256
-93.78762227,32.67317441,151
-93.78743715,32.76761943,90
-93.7872285,32.7316294,180
-93.78720058,32.82837274,284
-93.78656707,32.77100753,101
-93.78625126,32.58647745,63
-93.78604527,32.69090955,123
-93.78589982,32.7302937,170
-93.78579722,35.39471206,296
-93.78570397,36.45950232,84
-93.78562054,33.15106576,122
-93.7856081,32.69267128,123
-93.7853322,32.77263894,318
-93.78517656,32.83528596,237
-93.78506272,32.69443368,109
-93.78483285,32.58510616,58.5
-93.78464954,32.66304497,175.5
-93.78463438,32.7855875,209.5
-93.78447103,36.45808786,67
-93.7843844,32.72907641,170
-93.784319,32.5319326,54
-93.78427174,32.84070379,219
-93.78394269,32.54156904,42
-93.78386173,32.84598321,167.5
-93.78376511,32.77779035,189
-93.78374895,36.45619946,80
-93.78367417,32.84774333,121
-93.78329936,32.66156502,150
-93.78305414,36.48919885,137.5
-93.78288579,33.52931775,213
-93.78221664,36.45096818,84
-93.78218724,32.58228116,84
-93.78207779,32.70690056,242
-93.78203158,32.52897001,67
-93.7813563,32.72449491,122
-93.78128913,32.72273635,204
-93.78107998,32.544266,60.5
-93.78067826,32.6588752,169
-93.7804077,36.45018129,81
-93.77948001,34.6105315,30
-93.77884154,33.52867067,121
-93.77863034,32.55091139,63
-93.77829127,36.4503973,148
-93.77772904,32.52493737,84
-93.77692784,32.58026481,63
-93.77657897,33.52855345,94
-93.77620418,32.5537679,39
-93.77610075,32.65484435,190
-93.77599387,36.46301138,80
-93.77507682,36.45273122,123
-93.77483341,32.52251965,84
-93.77463234,32.5549142,42
-93.77432353,35.38668024,412
-93.77329029,36.45599722,77
-93.77309733,34.61030158,42
-93.77281922,36.47824748,174
-93.77224235,36.47073452,51
-93.7718002,36.49368049,182
-93.77149089,32.57490526,54
-93.77113077,34.60994301,54
-93.77096427,32.568143,67
-93.77083406,35.38445381,416
-93.7707906,32.56652035,63
-93.77063541,32.57328679,67
-93.77044669,32.5699052,67
-93.77017411,32.5716659,65
-93.77006847,36.47100485,45
-93.76985369,32.65004421,212
-93.76971767,32.55813771,67
-93.76957306,32.56490409,65
-93.76900823,34.61040859,42
-93.768984,32.56328398,61.5
-93.76862141,36.47705937,63
-93.7683299,33.52734349,135
-93.76789211,36.47102403,123.5
-93.76762866,32.52043494,79.5
-93.76734502,35.38225253,339
-93.76663459,32.64766084,212
-93.76645325,32.55450428,151
-93.76623089,33.52745055,123
-93.76570615,32.519725,63
-93.76502548,32.64651242,233
-93.76483439,36.47336052,68.5
-93.76409295,33.52802811,173
-93.76388975,32.59673653,151
-93.76380654,32.54964922,169
-93.76371677,32.60039093,172.5
-93.76358561,32.59497935,150
-93.76302723,32.60201883,146
-93.76292232,36.4935135,180
-93.76264385,32.59349667,150
-93.76255179,33.52911992,144
-93.76239266,32.64383309,175
-93.76227519,32.54841365,190
-93.76206847,32.56176191,298
-93.76200731,32.60364873,139.5
-93.76180967,33.17530561,90
-93.76156394,33.17896014,108
-93.76119452,32.64235197,212
-93.76080599,33.17192932,115
-93.76063929,34.61123883,39
-93.76058361,33.18045439,117
-93.75991662,32.59079798,122
-93.7597012,32.64100793,169
-93.75912189,33.5334432,229.5
-93.7585652,36.4932322,121
-93.75840227,33.1668027,203
-93.7579494,32.60773256,186
-93.75741274,33.53505008,148
-93.75728704,33.16532121,169
-93.7567794,32.63840962,148
-93.75633624,32.51992602,68
-93.75609324,33.15518116,129
-93.75598586,33.1839009,63
-93.75569393,32.56375504,175
-93.75559138,32.51845109,65
-93.75558021,35.37803348,417
-93.75538152,33.16222095,122
-93.7553021,33.16046256,120
-93.75515292,33.51575129,136.5
-93.75504647,32.61003947,275
-93.75441898,32.63535683,163
-93.75411982,32.5474886,186.5
-93.75389729,33.18426792,60
-93.75358955,32.6114392,219.5
-93.75355181,33.53692259,139.5
-93.75343195,35.37787687,360
-93.75289719,36.4979121,189
-93.75267489,34.61340514,42
-93.75235796,32.6323924,192
-93.75170544,32.56448902,189
-93.75128549,35.37791342,360
-93.75108653,32.63077631,219
-93.75017756,32.62915804,235.5
-93.74986755,33.18342378,115
-93.74979342,32.5651409,181
-93.74937495,33.52092063,127
-93.74914084,35.378147,396
-93.74875973,34.6146827,43.5
-93.74848764,32.62592071,250
-93.74805889,32.54867043,242.5
-93.74802987,33.52228166,150
-93.74797405,32.51916415,60
-93.7479098,32.62254143,175
-93.74778694,32.61875351,161
-93.74744879,32.59069236,155.5
-93.74728253,32.52823411,303
-93.74699519,35.37827235,398
-93.74681397,33.52364189,105
-93.74619338,33.53162772,156
-93.74597477,32.56710307,181.5
-93.74537836,33.52500344,84
-93.74528282,33.4300299,67
-93.74514321,34.61277505,73.5
-93.74487845,32.52026501,270
-93.7446162,33.4284104,84
-93.74449513,33.52663223,94
-93.74422614,32.56820133,212
-93.74370193,33.43321063,75
-93.74357343,33.18117566,94
-93.74277477,33.50462508,167
-93.74184986,33.43400873,105
-93.7414976,32.57062057,254
-93.74085677,34.60910388,51
-93.74056191,35.37905647,697
-93.74001846,32.5721177,254
-93.73975288,33.4340947,99.5
-93.73960535,32.55033515,248
-93.73939163,33.18135519,94
-93.73914004,32.59100311,155.5
-93.73891425,32.5736126,234
-93.73872786,33.50349609,91.5
-93.73869838,33.4556394,92
-93.73864327,33.45929259,63
-93.73822196,33.45401874,80
-93.73815346,33.46091901,75
-93.73765172,33.43368588,80
-93.73756265,33.45239917,87
-93.73746564,33.18192481,84
-93.7372143,32.59005824,90
-93.73694546,32.5767363,190
-93.73678159,33.50250653,84
-93.73644208,35.38001422,479
-93.73637618,33.45078272,108
-93.73586596,33.1830383,84
-93.73566313,32.5887864,87
-93.73561806,32.53156967,180
-93.73551467,32.58026274,155.5
-93.73507255,33.44930225,84
-93.73498436,34.61106018,42
-93.73483542,33.46328376,84
-93.73439704,33.18439995,84
-93.73369367,33.50017982,127
-93.73357644,33.4479582,84
-93.73325318,33.19130684,94
-93.7330737,33.18779018,123
-93.73290414,33.46396263,123
-93.73215222,35.38044218,435
-93.73195128,33.44661489,148
-93.73172422,33.4221284,163.5
-93.73162409,32.53147441,130.5
-93.73130211,32.55087084,279
-93.73095164,34.61867735,60
-93.73079077,32.50745697,151
-93.730648,33.41875244,67
-93.73049838,34.61692161,46.5
-93.7297081,33.49587406,115
-93.72954636,32.53244783,174
-93.72949031,33.27304787,161.5
-93.72919664,33.49411829,108
-93.72906528,33.19728451,94.5
-93.72896157,33.2263739,108
-93.72889876,33.22989197,94
-93.72880038,33.27142837,142
-93.72870941,33.49249767,108
-93.72850247,33.23165315,80
-93.72839986,33.28008961,270
-93.72837302,33.41392777,84
-93.72818878,33.49074196,123
-93.7281637,33.48884803,184
-93.7280289,33.43609605,63
-93.72797848,32.5336425,186.5
-93.72774983,32.5488618,134
-93.72764019,33.2817176,197
-93.72728666,33.23517796,67
-93.72713287,33.48547182,94
-93.72697899,33.19798093,137
-93.72697037,32.5472967,163
-93.72682773,33.41278955,127
-93.72669792,33.44109883,94
-93.72663964,32.50754416,161
-93.72652108,32.54554026,223
-93.72640929,33.23680664,63
-93.72635431,33.28334867,139.5
-93.72618208,34.61478312,45
-93.72603971,35.38019955,472.5
-93.72597512,34.61302589,42
-93.72590902,32.54378475,231
-93.72560206,33.21611101,155
-93.7254635,34.61654585,63
-93.7253658,33.28484269,108
-93.72525559,34.61844082,45
-93.7251013,33.23828449,65
-93.72488898,33.19822893,122
-93.72463031,33.21449311,150
-93.72329338,33.2390166,87
-93.722982,33.28777895,75
-93.7227987,33.19844596,92
-93.72249284,32.50817243,255.5
-93.7221927,33.26459005,151
-93.72188349,34.59979404,63
-93.72149467,33.47792848,158
-93.72128943,33.28904432,63
-93.72071007,33.19886654,82
-93.72047312,33.26363363,155
-93.72037271,33.47631151,150
-93.72018022,33.47293035,67
-93.71960593,33.47469247,109
-93.71890292,33.20694971,150
-93.71878616,33.19975259,94.5
-93.71818301,34.59786804,73.5
-93.7174253,33.28930481,122
-93.71702454,33.24027442,94
-93.71645996,33.26184901,172.5
-93.71580488,33.2881452,169
-93.71540669,34.61619945,45
-93.71519111,34.61268378,36
-93.71493279,33.24043594,124
-93.71458863,34.61092885,36
-93.71408384,34.60565641,30
-93.71407969,34.60389797,60
-93.71405371,34.60741505,60
-93.71392767,34.59760444,73.5
-93.71339941,34.60214348,67.5
-93.71273123,34.60052418,87
-93.71252167,34.59879013,122
-93.71180904,34.6176994,30
-93.71075202,33.2411003,151
-93.71030665,33.39560025,123
-93.71006809,33.3938428,97.5
-93.70968238,34.617744,36
-93.70933281,33.34717076,80
-93.70913023,33.39222465,67
-93.70888234,33.35069097,67
-93.70848604,33.25958178,249
